id,username,experience,approach,holding_period,assets_traded
4060,emptyEagle4,Experienced,Technical,Long Term Investor,"Futures,Options"
4061,peacefulChile4,Intermediate,Technical,Long Term Investor,"Equities,Options"
4062,excitedIcecream3,Experienced,Value,Day Trader,Private Companies
4063,chicJaguar2,Intermediate,Technical,Swing Trader,"Futures,Equities"
4064,mercifulHawk7,Novice,Growth,Day Trader,Equities
4065,artisticMussel3,Intermediate,Momentum,Position Trader,Private Companies
4066,superiorLollies6,Experienced,Fundamental,Swing Trader,"Options,Private Companies,Equities"
4067,gutturalPaella1,Experienced,Global Macro,Position Trader,"Forex,Equities,Options"
4068,aboardPorpoise1,Experienced,Value,Day Trader,Bonds
4069,empathicStork6,Experienced,Global Macro,Day Trader,"Futures,Options,Bonds"
4070,cynicalJerky4,Experienced,Fundamental,Position Trader,Bonds
4071,ferventChamois5,Intermediate,Global Macro,Day Trader,Options
4072,wingedLeopard1,Experienced,Global Macro,Swing Trader,"Futures,Options"
4073,kindHoopoe0,Experienced,Fundamental,Position Trader,"Bonds,Equities"
4074,aloofMackerel5,Experienced,Technical,Position Trader,Private Companies
4075,awedCordial9,Experienced,Fundamental,Day Trader,Futures
4076,holisticVenison7,Experienced,Technical,Long Term Investor,"Futures,Bonds"
4077,trustingShads4,Novice,Growth,Day Trader,"Equities,Options,Bonds"
4078,wakefulTruffle0,Intermediate,Value,Day Trader,Equities
4079,mellowSausage7,Experienced,Momentum,Swing Trader,"Options,Private Companies"
4080,ardentLizard0,Intermediate,Momentum,Day Trader,"Bonds,Equities,Options"
4081,troubledChile8,Novice,Value,Swing Trader,"Futures,Private Companies"
4082,kindFlamingo6,Intermediate,Fundamental,Day Trader,Bonds
4083,needyGnu8,Intermediate,Global Macro,Position Trader,Bonds
4084,stressedLapwing8,Experienced,Global Macro,Day Trader,"Private Companies,Bonds,Futures"
4085,eagerRuffs0,Novice,Global Macro,Long Term Investor,Private Companies
4086,gutturalHeron2,Intermediate,Fundamental,Long Term Investor,"Bonds,Options,Equities"
4087,annoyedPolenta0,Intermediate,Technical,Long Term Investor,"Bonds,Futures"
4088,exactingThrush5,Experienced,Value,Long Term Investor,"Futures,Equities"
4089,wingedGatorade1,Experienced,Growth,Position Trader,Forex
4090,fondCurlew4,Intermediate,Value,Day Trader,Private Companies
4091,solidIguana1,Novice,Value,Swing Trader,"Bonds,Forex"
4092,boredCoati1,Novice,Value,Swing Trader,"Private Companies,Equities"
4093,worriedBuzzard5,Novice,Fundamental,Position Trader,"Options,Futures"
4094,ashamedTortoise8,Experienced,Fundamental,Swing Trader,Options
4095,humorousMussel0,Experienced,Global Macro,Position Trader,Forex
4096,innocentTeal7,Intermediate,Growth,Day Trader,Futures
4097,innocentBoa5,Novice,Global Macro,Long Term Investor,Options
4098,alertLard0,Intermediate,Technical,Long Term Investor,Options
4099,adoringDoves6,Intermediate,Growth,Long Term Investor,"Equities,Forex,Futures"
4100,betrayedMackerel2,Experienced,Momentum,Long Term Investor,Options
4101,troubledDove6,Experienced,Technical,Long Term Investor,"Private Companies,Forex"
4102,lovesickHare8,Novice,Growth,Long Term Investor,"Bonds,Options,Forex"
4103,dearCheetah6,Experienced,Value,Day Trader,Private Companies
4104,tautPudding5,Experienced,Growth,Position Trader,Private Companies
4105,cautiousSheep1,Intermediate,Momentum,Day Trader,Private Companies
4106,pitifulLlama8,Experienced,Growth,Day Trader,Futures
4107,soreSardines3,Experienced,Technical,Position Trader,"Options,Forex,Bonds"
4108,innocentHare0,Experienced,Technical,Position Trader,Private Companies
4109,grudgingPepper2,Experienced,Momentum,Day Trader,"Options,Private Companies,Forex"
4110,lyingSheep4,Intermediate,Growth,Swing Trader,"Futures,Bonds"
4111,solemnDoves4,Novice,Fundamental,Day Trader,"Private Companies,Futures,Equities"
4112,jumpyHyena2,Intermediate,Technical,Long Term Investor,Options
4113,chicCheetah8,Experienced,Global Macro,Swing Trader,Private Companies
4114,truthfulMoth1,Novice,Technical,Long Term Investor,Forex
4115,amazedOryx2,Intermediate,Technical,Day Trader,"Bonds,Private Companies"
4116,gutturalLizard0,Novice,Global Macro,Long Term Investor,"Futures,Forex"
4117,needfulPonie8,Intermediate,Value,Position Trader,"Futures,Private Companies,Equities"
4118,innocentBasmati2,Experienced,Momentum,Position Trader,"Bonds,Options"
4119,annoyedLlama9,Intermediate,Momentum,Long Term Investor,"Bonds,Futures,Forex"
4120,ashamedCurlew2,Novice,Global Macro,Long Term Investor,Private Companies
4121,alertCrackers9,Intermediate,Momentum,Day Trader,"Options,Equities,Futures"
4122,grudgingDove8,Experienced,Growth,Long Term Investor,"Futures,Forex"
4123,amusedHawk1,Novice,Growth,Position Trader,"Futures,Options"
4124,excludedGarlic8,Experienced,Momentum,Day Trader,Bonds
4125,fondBittern4,Novice,Growth,Day Trader,"Private Companies,Options"
4126,tautCurlew9,Novice,Fundamental,Day Trader,Futures
4127,cruelMare5,Novice,Technical,Swing Trader,"Options,Forex,Futures"
4128,sugaryLollies6,Experienced,Global Macro,Day Trader,Bonds
4129,needfulFalcon2,Intermediate,Technical,Swing Trader,Equities
4130,obsessedDoves6,Novice,Growth,Long Term Investor,Equities
4131,pleasedOil5,Novice,Technical,Long Term Investor,Futures
4132,outlyingFish9,Experienced,Growth,Swing Trader,"Equities,Forex,Futures"
4133,amusedHare7,Intermediate,Technical,Position Trader,"Private Companies,Forex,Equities"
4134,ardentTruffle4,Experienced,Fundamental,Position Trader,"Forex,Bonds"
4135,lovesickLlama8,Experienced,Growth,Day Trader,Private Companies
4136,somberMare6,Experienced,Value,Long Term Investor,Bonds
4137,adoringWigeon2,Novice,Global Macro,Swing Trader,"Options,Forex"
4138,shamefulMare8,Novice,Fundamental,Long Term Investor,Options
4139,affectedWeaver3,Experienced,Technical,Day Trader,"Forex,Private Companies"
4140,gutturalOryx5,Experienced,Global Macro,Swing Trader,Forex
4141,boredGnu1,Novice,Fundamental,Long Term Investor,"Futures,Forex,Private Companies"
4142,humorousApricots6,Intermediate,Momentum,Day Trader,"Equities,Bonds,Private Companies"
4143,jubilantEagle3,Experienced,Global Macro,Position Trader,Bonds
4144,obsessedVenison0,Experienced,Global Macro,Swing Trader,"Futures,Bonds,Private Companies"
4145,boastfulHare3,Intermediate,Global Macro,Long Term Investor,"Private Companies,Options,Forex"
4146,shyCheetah9,Experienced,Momentum,Day Trader,Equities
4147,resolvedPie8,Novice,Growth,Long Term Investor,"Options,Bonds,Futures"
4148,wingedPoultry0,Experienced,Value,Long Term Investor,Options
4149,similarBobolink4,Intermediate,Technical,Day Trader,Forex
4150,panickyKitten4,Novice,Fundamental,Day Trader,"Forex,Options"
4151,relievedPepper5,Novice,Momentum,Swing Trader,Bonds
4152,somberLocust9,Experienced,Fundamental,Long Term Investor,"Futures,Options,Forex"
4153,zestyZebra3,Novice,Momentum,Swing Trader,Futures
4154,boredSausage1,Experienced,Growth,Position Trader,"Forex,Futures,Options"
4155,brainyLollies4,Intermediate,Technical,Position Trader,"Futures,Equities"
4156,crushedTomatoe2,Novice,Momentum,Long Term Investor,"Options,Bonds,Equities"
4157,ecstaticPiglet6,Novice,Growth,Swing Trader,"Forex,Private Companies,Futures"
4158,resolvedLocust6,Novice,Growth,Swing Trader,"Options,Private Companies"
4159,finickyThrushe6,Experienced,Growth,Swing Trader,"Forex,Equities"
4160,fondCamel6,Intermediate,Technical,Day Trader,"Equities,Options"
4161,mercifulBaboon4,Experienced,Technical,Long Term Investor,"Equities,Bonds"
4162,guiltySalt1,Novice,Growth,Swing Trader,"Futures,Bonds,Private Companies"
4163,crushedTacos0,Novice,Value,Swing Trader,Options
4164,pleasedCrackers1,Intermediate,Momentum,Long Term Investor,"Bonds,Options,Private Companies"
4165,needySyrup6,Novice,Growth,Long Term Investor,"Forex,Futures"
4166,stressedSardines7,Novice,Fundamental,Day Trader,"Equities,Options,Forex"
4167,ashamedCrackers4,Intermediate,Value,Day Trader,"Bonds,Options"
4168,abjectWhiting2,Experienced,Momentum,Swing Trader,Equities
4169,needyCaviar7,Novice,Value,Position Trader,"Bonds,Equities,Private Companies"
4170,sugaryTuna6,Novice,Technical,Swing Trader,Forex
4171,troubledDoves7,Intermediate,Global Macro,Long Term Investor,"Futures,Bonds"
4172,peacefulOil5,Intermediate,Momentum,Long Term Investor,"Equities,Options,Private Companies"
4173,obsessedCur5,Intermediate,Value,Position Trader,"Futures,Options"
4174,dearCur5,Intermediate,Technical,Position Trader,"Equities,Forex"
4175,pacifiedSeafowl4,Intermediate,Global Macro,Swing Trader,"Futures,Equities,Bonds"
4176,exactingMussel3,Experienced,Global Macro,Position Trader,"Futures,Forex"
4177,blissfulMuesli6,Novice,Fundamental,Position Trader,"Futures,Private Companies"
4178,truthfulMeerkat1,Intermediate,Technical,Swing Trader,"Options,Private Companies,Bonds"
4179,finickySalami2,Experienced,Value,Swing Trader,Futures
4180,amusedAntelope8,Experienced,Momentum,Position Trader,Forex
4181,crummyBuck3,Intermediate,Technical,Position Trader,"Futures,Private Companies,Options"
4182,mereOwl7,Intermediate,Growth,Swing Trader,Private Companies
4183,joyfulRelish9,Experienced,Global Macro,Position Trader,Forex
4184,drearyApples6,Experienced,Technical,Day Trader,Equities
4185,soreWhiting5,Experienced,Growth,Swing Trader,Futures
4186,obsessedRelish0,Experienced,Global Macro,Swing Trader,"Bonds,Futures"
4187,pluckyBaboon4,Intermediate,Momentum,Position Trader,"Private Companies,Forex"
4188,excludedOil7,Experienced,Technical,Long Term Investor,"Equities,Options"
4189,thrilledPonie2,Novice,Fundamental,Day Trader,"Private Companies,Equities"
4190,grudgingPretzels6,Experienced,Fundamental,Day Trader,Equities
4191,mildCrackers0,Experienced,Momentum,Day Trader,"Equities,Forex,Futures"
4192,boredPoultry6,Intermediate,Fundamental,Long Term Investor,"Equities,Private Companies,Futures"
4193,shamefulTermite3,Intermediate,Momentum,Position Trader,"Private Companies,Bonds"
4194,giddyGranola7,Experienced,Growth,Day Trader,"Forex,Bonds,Equities"
4195,euphoricGranola5,Novice,Momentum,Swing Trader,"Futures,Private Companies"
4196,mereEggs1,Intermediate,Technical,Position Trader,Equities
4197,grumpyViper2,Experienced,Global Macro,Swing Trader,"Private Companies,Options"
4198,mildApples5,Novice,Global Macro,Swing Trader,"Bonds,Futures,Forex"
4199,pridefulCur9,Experienced,Value,Long Term Investor,"Options,Equities,Forex"
4200,fondLizard2,Novice,Growth,Swing Trader,Equities
4201,morbidBobolink4,Experienced,Technical,Long Term Investor,"Forex,Equities"
4202,pacifiedLemur8,Experienced,Global Macro,Day Trader,Bonds
4203,lazyQuiche7,Intermediate,Momentum,Long Term Investor,Forex
4204,grudgingStork4,Intermediate,Fundamental,Day Trader,"Forex,Bonds"
4205,chicApricots5,Novice,Growth,Swing Trader,Bonds
4206,scornfulWeaver7,Novice,Global Macro,Swing Trader,"Private Companies,Bonds"
4207,dejectedCrane8,Experienced,Technical,Long Term Investor,"Forex,Equities,Futures"
4208,insecureIguana1,Experienced,Global Macro,Position Trader,"Bonds,Forex"
4209,humorousKitten0,Experienced,Fundamental,Long Term Investor,"Bonds,Equities,Futures"
4210,guiltyChamois7,Experienced,Growth,Position Trader,"Equities,Bonds,Options"
4211,goofyJaguar8,Novice,Technical,Long Term Investor,"Equities,Futures"
4212,gloomyHeron4,Novice,Value,Day Trader,"Private Companies,Options,Futures"
4213,selfishSardines8,Intermediate,Technical,Swing Trader,Options
4214,ecstaticRice0,Novice,Momentum,Long Term Investor,"Equities,Bonds"
4215,jumpySnail7,Intermediate,Growth,Day Trader,"Equities,Private Companies,Forex"
4216,alertSeafowl2,Novice,Technical,Long Term Investor,"Forex,Private Companies,Bonds"
4217,wornoutTermite7,Intermediate,Technical,Long Term Investor,"Futures,Equities"
4218,dejectedSalt5,Novice,Growth,Day Trader,"Equities,Bonds,Forex"
4219,peskyShads3,Intermediate,Growth,Long Term Investor,"Private Companies,Futures,Forex"
4220,troubledOtter8,Intermediate,Value,Swing Trader,Bonds
4221,shyMare4,Experienced,Growth,Long Term Investor,Futures
4222,ecstaticJerky8,Intermediate,Technical,Position Trader,Futures
4223,pacifiedHawk3,Intermediate,Fundamental,Position Trader,Private Companies
4224,sheepishGnu8,Experienced,Global Macro,Swing Trader,Equities
4225,joyfulBuck7,Intermediate,Technical,Swing Trader,"Bonds,Options"
4226,crummyLizard0,Novice,Global Macro,Position Trader,"Equities,Bonds,Futures"
4227,vengefulClam0,Experienced,Momentum,Long Term Investor,"Forex,Equities"
4228,contentVenison4,Novice,Growth,Position Trader,"Private Companies,Bonds,Options"
4229,blissfulHoopoe7,Experienced,Technical,Day Trader,"Private Companies,Futures"
4230,similarSardines6,Intermediate,Technical,Swing Trader,Private Companies
4231,sugaryPear2,Intermediate,Growth,Day Trader,"Options,Equities"
4232,yearningSeagull3,Novice,Global Macro,Position Trader,"Options,Bonds,Futures"
4233,spiritedFlamingo3,Intermediate,Momentum,Position Trader,"Private Companies,Options"
4234,innocentBagels9,Intermediate,Fundamental,Position Trader,"Bonds,Options,Equities"
4235,crummyPlover5,Novice,Technical,Swing Trader,Options
4236,somberSnail1,Intermediate,Growth,Day Trader,Equities
4237,grudgingCheese8,Novice,Momentum,Position Trader,"Futures,Bonds"
4238,adoringDoves6,Experienced,Technical,Long Term Investor,"Futures,Private Companies"
4239,mellowBustard0,Novice,Growth,Position Trader,Bonds
4240,outlyingAbalone1,Novice,Growth,Day Trader,"Bonds,Options"
4241,worriedAntelope6,Experienced,Global Macro,Day Trader,"Options,Equities,Futures"
4242,puzzledKitten0,Experienced,Fundamental,Long Term Investor,Options
4243,crummySalami3,Intermediate,Growth,Swing Trader,Bonds
4244,crushedLollies2,Intermediate,Global Macro,Day Trader,Private Companies
4245,scornfulCake8,Experienced,Growth,Swing Trader,"Private Companies,Bonds"
4246,blissfulSnipe6,Experienced,Momentum,Long Term Investor,"Equities,Forex"
4247,dreadfulLizard1,Experienced,Growth,Swing Trader,Forex
4248,worldlyLapwing8,Intermediate,Technical,Long Term Investor,"Private Companies,Equities"
4249,obsessedHyena6,Experienced,Momentum,Day Trader,Futures
4250,needfulStork6,Intermediate,Value,Day Trader,Forex
4251,excitedAntelope4,Experienced,Technical,Position Trader,"Forex,Private Companies"
4252,gutturalKitten1,Intermediate,Growth,Swing Trader,Equities
4253,humorousPaella3,Experienced,Technical,Swing Trader,Private Companies
4254,aboardCamel6,Intermediate,Fundamental,Swing Trader,"Forex,Bonds"
4255,ardentWildfowl4,Experienced,Growth,Day Trader,Forex
4256,eagerEggs3,Novice,Fundamental,Position Trader,Forex
4257,annoyedLeopard4,Novice,Momentum,Swing Trader,Options
4258,trustingCurlew6,Experienced,Momentum,Swing Trader,"Options,Private Companies,Forex"
4259,superiorSheep7,Novice,Momentum,Swing Trader,Forex
4260,chicRat6,Intermediate,Fundamental,Position Trader,Futures
4261,exactingToucan6,Intermediate,Value,Long Term Investor,"Futures,Private Companies,Equities"
4262,abjectCordial6,Experienced,Fundamental,Swing Trader,"Forex,Options"
4263,scornfulSeafowl3,Intermediate,Fundamental,Swing Trader,"Options,Futures,Forex"
4264,drearyBittern8,Novice,Fundamental,Long Term Investor,"Private Companies,Forex,Equities"
4265,jealousOatmeal8,Novice,Growth,Swing Trader,Options
4266,kindCoconut3,Experienced,Momentum,Long Term Investor,Bonds
4267,troubledCurlew1,Novice,Technical,Long Term Investor,"Equities,Options,Futures"
4268,mildMacaw2,Experienced,Global Macro,Swing Trader,"Equities,Private Companies,Bonds"
4269,thrilledBasmati3,Experienced,Global Macro,Swing Trader,"Private Companies,Forex,Options"
4270,culturedPlover7,Novice,Momentum,Position Trader,Futures
4271,wakefulDoves6,Experienced,Growth,Swing Trader,"Private Companies,Options,Forex"
4272,bubblyWeaver8,Novice,Fundamental,Long Term Investor,"Equities,Bonds"
4273,yearningMoth6,Experienced,Global Macro,Day Trader,Private Companies
4274,wearyCockatoo5,Intermediate,Momentum,Swing Trader,Private Companies
4275,kindGatorade6,Experienced,Growth,Swing Trader,"Options,Forex"
4276,forsakenPup1,Novice,Fundamental,Position Trader,"Private Companies,Options"
4277,lyingPoultry9,Experienced,Momentum,Long Term Investor,"Bonds,Forex"
4278,abjectFish0,Novice,Momentum,Swing Trader,"Equities,Private Companies"
4279,grudgingSausage6,Novice,Global Macro,Day Trader,"Futures,Forex"
4280,pacifiedBasmati5,Novice,Momentum,Position Trader,"Options,Equities,Forex"
4281,euphoricTomatoe7,Novice,Value,Day Trader,"Private Companies,Equities,Options"
4282,cruelDoughnut9,Intermediate,Growth,Swing Trader,Private Companies
4283,betrayedCoati0,Novice,Global Macro,Position Trader,"Equities,Futures"
4284,sincereSeafowl2,Experienced,Momentum,Position Trader,Equities
4285,giddySnail4,Experienced,Fundamental,Swing Trader,"Private Companies,Forex,Bonds"
4286,wrathfulMagpie2,Intermediate,Technical,Swing Trader,"Forex,Bonds,Futures"
4287,giddyMallard2,Experienced,Global Macro,Day Trader,"Bonds,Futures,Private Companies"
4288,finickyWildfowl8,Experienced,Fundamental,Position Trader,"Futures,Private Companies"
4289,murkyKitten4,Experienced,Technical,Position Trader,"Private Companies,Equities"
4290,exactingMussel7,Experienced,Growth,Position Trader,"Equities,Forex"
4291,stressedPlover5,Intermediate,Momentum,Day Trader,Equities
4292,forsakenLollies8,Intermediate,Fundamental,Position Trader,"Bonds,Private Companies,Forex"
4293,mercifulMandrill9,Novice,Technical,Swing Trader,Futures
4294,puzzledChowder3,Intermediate,Momentum,Swing Trader,Futures
4295,madWigeon8,Novice,Global Macro,Position Trader,Equities
4296,lovesickUnicorn9,Intermediate,Momentum,Swing Trader,"Equities,Private Companies"
4297,exactingBagels2,Intermediate,Growth,Position Trader,"Equities,Bonds"
4298,tautThrush9,Intermediate,Growth,Position Trader,"Futures,Private Companies,Options"
4299,joyfulCardinal1,Novice,Technical,Long Term Investor,"Futures,Private Companies"
4300,dejectedKitten0,Novice,Growth,Position Trader,"Equities,Forex"
4301,vengefulThrush9,Novice,Growth,Long Term Investor,"Options,Forex,Futures"
